param;µS/cm
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;282
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;282
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;282
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;282
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;282
conductivity80;282
conductivity80;282
conductivity80;281
conductivity80;282
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;282
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;282
conductivity80;282
conductivity80;282
conductivity80;282
conductivity80;282
conductivity80;282
conductivity80;281
conductivity80;282
conductivity80;282
conductivity80;282
conductivity80;282
conductivity80;282
conductivity80;282
conductivity80;282
conductivity80;282
conductivity80;282
conductivity80;282
conductivity80;282
conductivity80;282
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;281
conductivity80;285
conductivity80;285
conductivity80;285
conductivity80;285
conductivity80;285
conductivity80;285
conductivity80;285
conductivity80;285
conductivity80;285
conductivity80;285
conductivity80;285
conductivity80;285
conductivity80;285
conductivity80;285
conductivity80;285
conductivity80;285
conductivity80;285
conductivity80;285
conductivity80;285
conductivity80;286
conductivity80;285
conductivity80;285
conductivity80;285
conductivity80;286
conductivity80;285
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;285
conductivity80;286
conductivity80;285
conductivity80;286
conductivity80;286
conductivity80;285
conductivity80;285
conductivity80;285
conductivity80;286
conductivity80;286
conductivity80;285
conductivity80;286
conductivity80;285
conductivity80;286
conductivity80;285
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;287
conductivity80;287
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;287
conductivity80;286
conductivity80;286
conductivity80;287
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;286
conductivity80;287
conductivity80;286
conductivity80;287
conductivity80;286
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;287
conductivity80;286
conductivity80;287
conductivity80;286
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;287
conductivity80;286
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;286
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;286
conductivity80;287
conductivity80;287
conductivity80;286
conductivity80;286
conductivity80;287
conductivity80;286
conductivity80;286
conductivity80;287
conductivity80;287
conductivity80;286
conductivity80;287
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;286
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;286
conductivity80;287
conductivity80;287
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;286
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;286
conductivity80;287
conductivity80;286
conductivity80;286
conductivity80;287
conductivity80;286
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity80;287
conductivity1100;284
conductivity1100;283
conductivity1100;283
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;283
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;283
conductivity1100;283
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;283
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;284
conductivity1100;283
conductivity1100;283
conductivity1100;283
conductivity1100;284
conductivity1100;284
conductivity1100;287
conductivity1100;287
conductivity1100;287
conductivity1100;287
conductivity1100;287
conductivity1100;287
conductivity1100;287
conductivity1100;287
conductivity1100;287
conductivity1100;287
conductivity1100;287
conductivity1100;287
conductivity1100;287
conductivity1100;288
conductivity1100;287
conductivity1100;287
conductivity1100;287
conductivity1100;287
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;287
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;287
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;287
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;289
conductivity1100;289
conductivity1100;288
conductivity1100;288
conductivity1100;289
conductivity1100;289
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;289
conductivity1100;288
conductivity1100;289
conductivity1100;289
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;288
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;288
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;289
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;289
conductivity1100;288
conductivity1100;289
conductivity1100;289
conductivity1100;288
conductivity1100;288
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;288
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;288
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;288
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289
conductivity1100;289